Household_number,Date_of_occupancy,Ownership,Mortgage_Or_Rent,Dwelling_type,House_value_in_K,House_hold_size,Household_income_in_K,House_size,No_of_vehicles,ZIP,LAT,LNG
H52211,1997-02-01,false,2508.3296303002867,Townhouse,349.50509982899854,4,69.25845776482325,1397.5635489323163,0,11104,40.744634,-73.920201
H52213,2010-06-03,false,2510.743073541177,Single Family,388.44912444865633,4,50.092465887373464,1498.9241158724467,4,06479,41.57477,-72.9119
H52217,2004-09-28,false,2521.284651155712,Single Family,481.23972939466233,5,81.12683475708201,2133.9578812582968,1,11213,40.671078,-73.936336
H52218,2001-02-21,false,2524.2586871996673,Single Family,184.3460229399541,2,70.64294029354203,576.6264018244249,2,06479,41.57477,-72.9119
H52227,2007-10-30,false,2519.996261603761,Single Family,717.8824951954111,2,97.22916566389972,647.215342994517,3,06467,41.567845,-72.899757
H52228,2010-04-23,false,2507.4398433041997,Townhouse,659.6420326210546,4,156.3287674757167,1637.4944020602031,2,07087,40.767383,-74.032328
H52232,2012-03-12,false,2529.508500970845,Single Family,276.96238441742196,2,44.93788729018817,467.8922720919507,2,19102,39.952783,-75.165586
H52235,2013-04-29,false,2502.1630098679443,Townhouse,625.6003447528345,6,103.40094982854278,2290.2864846309303,3,02129,42.379657,-71.061487
H52241,2001-11-26,false,2508.949446856246,Townhouse,383.55548148499076,2,109.09006584100719,624.9257123340964,1,02127,42.334992,-71.039093
H52250,1995-03-02,false,2513.754668835798,Single Family,402.39324732754415,4,88.78271968409457,1681.4737172225243,0,11103,40.762574,-73.913447
H52254,2010-09-09,false,2517.0548127397487,Townhouse,181.46249351235278,6,73.71135527016264,2317.2471534159135,1,11103,40.762574,-73.913447
H52263,2017-02-16,false,2532.7983887675073,Single Family,740.5289376980613,6,38.29617950726078,2239.7821885931044,0,07608,40.852997,-74.060355
H52266,2005-07-31,false,2509.178399567081,Townhouse,732.768527844956,6,80.11183952315501,2590.499662961695,0,06002,41.84493,-72.740951
H52273,2012-09-22,false,2519.6462331706184,Single Family,230.73845922228705,7,50.83404594789424,2883.9593025276013,2,02127,42.334992,-71.039093
H52279,2009-09-30,false,2505.1881376120828,Townhouse,431.88406941928747,5,172.31311073370284,2233.8710752108154,1,19102,39.952783,-75.165586
H52286,2008-02-25,false,2530.525821562842,Single Family,567.2505434491235,3,72.58038569047575,1179.3408360081323,1,02127,42.334992,-71.039093
H52291,1996-03-10,false,2526.44907707473,Single Family,303.5142112831882,4,134.1116049664805,1480.0441347033777,1,11214,40.599148,-73.99609
H52292,2003-09-16,false,2512.8980598271396,Single Family,429.921607551943,6,66.77450005033933,2265.8334515742927,1,02126,42.274227,-71.097423
H52297,2013-12-22,false,2522.561233969974,Townhouse,717.7713556719581,3,172.29582023601597,1156.2837337198716,4,02127,42.334992,-71.039093
H52300,1995-12-17,false,2512.38457778737,Single Family,564.6270340762763,6,120.81862170923229,2453.6265510227913,1,06002,41.84493,-72.740951
H52309,2013-09-27,false,2504.337139629846,Single Family,202.06162347863048,4,152.09170540101312,1634.3743673723259,2,06002,41.84493,-72.740951
H52310,2012-10-20,false,2514.712257950837,Townhouse,340.45893381946877,4,161.39399619962643,1321.1768139323076,4,07620,40.968725,-73.916999
H52318,2002-01-08,false,2502.223438992667,Townhouse,235.12616129274664,5,73.6798999345081,1813.9869230444926,1,02126,42.274227,-71.097423
H52322,2003-10-19,false,2509.798195317307,Single Family,635.9949975165198,3,88.32908278078672,1139.2508096746565,3,11103,40.762574,-73.913447
H52328,1992-02-21,false,2509.282870560744,Single Family,746.0893271243913,4,109.1188967167119,1502.9150526100707,2,19104,39.95852,-75.198857
H52332,1997-10-02,false,2511.583911317861,Single Family,393.4110145459442,7,40.18022812973395,2867.6316617767857,1,19102,39.952783,-75.165586
H52339,2009-06-19,false,2518.3388488089117,Single Family,709.900016892717,6,41.619510566719676,2373.1663152915253,3,11103,40.762574,-73.913447
H52342,2017-04-05,false,2510.1928319278977,Townhouse,196.79219189782458,4,148.27817688741277,1443.6559083170603,0,02126,42.274227,-71.097423
H52349,1991-03-16,false,2512.4932454865866,Townhouse,712.6920699751677,2,147.38776994704602,596.1365081096496,0,02126,42.274227,-71.097423
H52357,2009-03-21,false,2543.4547169598745,Single Family,509.26906944145526,6,110.5671000441539,2541.3040738765844,2,07620,40.968725,-73.916999
H52362,2009-03-26,false,2523.1593839559005,Single Family,328.33349813648596,7,48.116743677246404,2879.904972769974,2,02128,42.361129,-71.006975
H52366,1993-06-28,false,2519.9348071331056,Townhouse,614.7571193176399,6,37.136188990330496,2621.9714024561163,3,07608,40.852997,-74.060355
H52375,2009-08-04,false,2503.4767366235487,Single Family,743.4807144436038,5,90.23363058472253,1836.2732570453802,1,11104,40.744634,-73.920201
H52384,2002-10-29,false,2524.4814805400574,Townhouse,275.13206390012203,6,43.4026109965774,2615.2388255520023,3,06002,41.84493,-72.740951
H52393,2006-06-19,false,2509.845129630881,Single Family,562.458252249648,6,83.65898271987993,2323.581178523898,1,07608,40.852997,-74.060355
H52402,1988-07-22,false,2529.465040312322,Townhouse,758.7282405911816,2,60.449845303183906,635.4812339025874,1,19104,39.95852,-75.198857
H52405,2015-06-29,false,2502.6111405357005,Townhouse,543.1011030669783,6,35.712488276444326,2499.970258411146,3,07620,40.968725,-73.916999
H52409,2006-09-29,false,2533.598761811835,Townhouse,458.528126155014,4,45.82352873371313,1454.6302921626304,3,07093,40.788079,-74.011357
H52415,2018-03-01,false,2535.841212152315,Townhouse,777.6368615804978,3,47.89765921792478,801.8642221142964,3,19103,39.952896,-75.174298
H52424,2007-12-26,false,2522.011173145151,Single Family,428.32470489689825,4,68.92034426098144,1718.0630395278931,4,11213,40.671078,-73.936336
H52425,2007-07-31,true,2531.8782015126435,Townhouse,501.7605446248844,2,169.24967108877075,457.58529389663806,3,06002,41.84493,-72.740951
H52427,2005-02-06,false,2539.2891096846524,Townhouse,751.3167507888579,5,107.0219566193664,2110.7512849830528,1,07087,40.767383,-74.032328
H52431,2009-11-10,false,2522.072275552767,Single Family,380.2315082264156,4,97.2610143700649,1269.6483582321314,2,19103,39.952896,-75.174298
H52439,2014-05-26,false,2534.3785682680473,Townhouse,726.9512723403421,2,48.58889541847689,689.3741736430006,1,07620,40.968725,-73.916999
H52448,2000-08-08,false,2513.030061540745,Single Family,401.76925698870974,6,167.7736241597299,2692.1475237559594,0,11103,40.762574,-73.913447
H52451,2003-03-13,false,2514.307514448507,Single Family,788.5973012945065,4,81.96807507991676,1699.0884920241804,1,07087,40.767383,-74.032328
H52458,2018-06-05,false,2526.704523843896,Townhouse,732.3645864704206,6,130.69913269601983,2647.3827001455966,0,02128,42.361129,-71.006975
H52467,2003-08-08,true,2518.2360556889707,Townhouse,609.6375646395554,5,53.526503278614186,1905.658352248247,1,19106,39.948629,-75.142789
H52468,1997-08-17,false,2528.5964253999605,Townhouse,307.6794746928148,5,152.6976680261144,1926.4320918392702,3,19102,39.952783,-75.165586
H52469,2002-11-01,false,2508.444579395412,Single Family,455.4452280128174,3,175.0135835131374,805.3647486405088,3,06001,41.787159,-72.852046
H52475,1993-12-22,false,2526.3463625738777,Townhouse,377.2624423308657,3,77.59640843685858,849.5539326609703,2,06479,41.57477,-72.9119
H52481,1988-08-07,false,2506.634421382267,Townhouse,510.19561000824046,7,179.80076450231059,2820.8328451150037,2,06467,41.567845,-72.899757
H52485,2015-06-08,false,2500.491968828162,Single Family,339.33640706242784,5,141.09012356057963,1899.2550887696336,2,02126,42.274227,-71.097423
H52493,1996-03-16,false,2506.5072544084733,Townhouse,653.5987963742839,2,80.44210975790166,666.0117432513664,1,06467,41.567845,-72.899757
H52502,2001-09-12,false,2502.8902603847937,Single Family,407.858400867691,7,129.25487142066817,2821.573223467727,2,02127,42.334992,-71.039093
H52511,2010-07-24,false,2516.755452428571,Townhouse,254.05900537388442,2,85.64959369733413,641.9926386506229,1,19106,39.948629,-75.142789
H52519,2015-01-13,false,2525.9932417633704,Single Family,537.0427885747694,4,163.3819233621518,1661.9303037175448,1,02129,42.379657,-71.061487
H52527,2013-08-06,false,2526.6431078180563,Townhouse,175.92735229184348,2,80.45556266797313,477.2222827171581,1,06467,41.567845,-72.899757
H52533,2007-06-05,false,2527.0057660256143,Single Family,198.17159807691178,3,147.25104157299012,742.9924663095649,4,02126,42.274227,-71.097423
H52535,1990-12-08,false,2500.513513424043,Townhouse,643.9540071056572,4,179.73037480526403,1304.6286611046921,3,07087,40.767383,-74.032328
H52543,2002-08-16,false,2536.239919743586,Townhouse,698.082825376144,3,102.0009174694476,1112.8471159930325,4,11103,40.762574,-73.913447
H52550,1990-05-23,false,2520.9996547330843,Townhouse,628.6263240996625,5,87.7896343605459,2148.9697672666052,3,02128,42.361129,-71.006975
H52555,2018-06-21,true,2521.3137612498426,Single Family,326.4756347539819,4,43.39979869818262,1616.8432415559914,2,06001,41.787159,-72.852046
H52557,2015-06-02,false,2500.17160413918,Single Family,540.2442394387541,7,122.03264795651876,2763.707207618012,3,06001,41.787159,-72.852046
H52564,2000-10-06,true,2520.5736483291953,Townhouse,394.05137967485945,7,53.39335642965342,2852.340821030107,2,02128,42.361129,-71.006975
H52570,1989-10-18,false,2502.236047729868,Single Family,699.6047858337679,2,65.13689159841306,637.3235309328113,0,11104,40.744634,-73.920201
H52577,2006-11-29,false,2501.6617039416665,Townhouse,601.4241313679806,2,127.02061505821776,518.9428120782297,0,07608,40.852997,-74.060355
H52586,1989-01-19,false,2523.6281485162795,Townhouse,196.3901751185167,4,85.54350255319466,1597.2949600120526,3,07620,40.968725,-73.916999
H52590,2008-01-03,false,2524.280389545577,Townhouse,743.7910293887793,3,70.99555755682988,1021.4214038842589,1,07087,40.767383,-74.032328
H52593,1992-06-01,false,2532.6487431426067,Single Family,371.4578329793604,5,51.82261450330985,1960.0219177026577,1,11104,40.744634,-73.920201
H52598,2004-05-23,false,2504.1370379273167,Single Family,407.10979845832435,4,85.69462733889395,1577.2524184649392,3,19103,39.952896,-75.174298
H52603,2010-12-20,true,2500.6113663780898,Single Family,177.4690407111043,3,61.03705809573992,1099.6383130741472,2,11213,40.671078,-73.936336
H52608,2011-05-20,false,2517.593226402192,Single Family,667.2517876500272,6,48.85255873908047,2336.511828694919,3,02129,42.379657,-71.061487
H52610,2000-06-27,true,2508.241975057237,Single Family,543.74961811069,7,44.72627652206773,2926.5806965355277,3,11213,40.671078,-73.936336
H52617,2005-06-17,false,2508.830866702316,Single Family,485.4997487894046,2,160.7254758367415,539.8008677208945,1,02126,42.274227,-71.097423
H52626,2000-01-18,true,2503.128029469243,Single Family,261.1118848463963,6,52.42283539101078,2250.5182353511364,2,07087,40.767383,-74.032328
H52627,2006-03-12,false,2517.740952044373,Townhouse,656.2578051542596,4,164.74562328087723,1298.1172509524465,3,07620,40.968725,-73.916999
H52628,2016-06-16,false,2502.1828410483017,Single Family,212.07138769542337,5,80.2707573744083,2145.222815519217,2,02128,42.361129,-71.006975
H52632,1992-10-09,false,2535.905456825024,Single Family,399.811524840389,4,73.07252569629077,1370.3012656569858,2,11103,40.762574,-73.913447
H52637,2005-07-30,false,2514.433320747034,Single Family,545.5320630483495,2,160.93263160149326,487.3010882031811,0,06467,41.567845,-72.899757
H52641,2015-12-12,false,2525.111283559308,Single Family,318.99007271383937,6,152.88674010233842,2284.3065886168342,0,19106,39.948629,-75.142789
H52644,1990-01-18,false,2503.4631813327524,Single Family,600.4851118867768,4,62.411684091224146,1404.607171206782,4,02127,42.334992,-71.039093
H52652,1997-03-02,true,2509.412479659278,Single Family,520.1727505619078,4,74.61191918945322,1533.3921311272566,2,02126,42.274227,-71.097423
H52659,2001-03-24,false,2518.5348053599037,Single Family,693.5431608169206,5,98.05141926752637,1825.3929940206413,3,06001,41.787159,-72.852046
H52664,2003-09-17,false,2518.978819024193,Townhouse,210.9759475105713,3,129.46574239415116,790.0342263443149,2,06467,41.567845,-72.899757
H52669,2012-02-26,false,2513.529232848885,Townhouse,334.5146800536821,7,77.95087705850395,2968.7155592672866,2,06479,41.57477,-72.9119
H52678,1992-11-09,false,2534.753290940067,Single Family,193.3420299165478,6,68.19917888609727,2396.423846216441,3,02127,42.334992,-71.039093
H52681,2015-02-18,false,2511.654476649782,Single Family,324.59380120744765,4,134.50507068244994,1371.7804450723786,1,02127,42.334992,-71.039093
H52690,1996-10-16,false,2508.544928880612,Single Family,631.5138102076514,2,74.59458221864784,590.6626162701472,1,02128,42.361129,-71.006975
H52696,2010-09-23,false,2507.1733146199444,Townhouse,373.80438476090814,6,60.17081599872434,2568.325123155144,1,06479,41.57477,-72.9119
H52703,1996-11-21,false,2510.657539133925,Single Family,426.3592967540582,2,118.15638939383726,531.8886183663714,2,02126,42.274227,-71.097423
H52711,1991-03-11,false,2502.978792631504,Single Family,278.88355000193104,3,170.80611850853094,855.0011685252557,1,02126,42.274227,-71.097423
H52718,2017-02-09,false,2515.894558891877,Townhouse,765.7552339682499,7,116.48319697458868,2842.5696747833867,4,19103,39.952896,-75.174298
H52726,2005-01-06,false,2504.0830544051983,Single Family,746.9294113506054,4,99.74101094829521,1522.2498724795896,0,19103,39.952896,-75.174298
H52733,1999-01-12,false,2508.5636847039427,Single Family,554.7409695468726,2,150.48772554790204,653.9592141253327,0,11103,40.762574,-73.913447
H52741,2010-07-20,false,2510.9929725286115,Single Family,193.56583786970074,6,78.82857785484336,2603.2394706093287,3,02129,42.379657,-71.061487
H52742,1992-10-05,false,2503.9473194133784,Townhouse,789.1170213609798,7,38.00281114788769,2785.432039840756,3,19102,39.952783,-75.165586
H52746,2017-08-07,true,2523.1355942945133,Single Family,645.6128305025737,6,178.08265383756046,2275.9776442212824,1,02128,42.361129,-71.006975
H52752,2009-06-01,false,2506.731771138477,Single Family,229.23888729470028,5,114.33898230049063,1914.1521720595356,3,06479,41.57477,-72.9119
H52756,2009-07-27,false,2545.1591730991663,Single Family,675.8930258096193,6,93.63374793606921,2690.277321811292,0,11103,40.762574,-73.913447
H52759,1990-08-15,true,2515.0515543710408,Single Family,447.3023376255797,6,172.14497529115204,2579.673553220473,1,02127,42.334992,-71.039093
H52761,1994-07-05,true,2514.8744401031204,Single Family,391.78074623943485,3,37.894427331185646,954.4599758034083,2,06479,41.57477,-72.9119
H52769,1997-11-18,false,2504.292590045022,Single Family,641.2408049601731,3,132.95991925134757,764.8731459441076,3,06001,41.787159,-72.852046
H52774,1994-06-28,false,2517.6397260079557,Single Family,206.91336148963677,5,55.301191869025004,2086.7564293540827,0,11104,40.744634,-73.920201
H52779,2014-04-17,false,2533.079732644231,Townhouse,181.97230901091493,5,106.26846700839779,1998.6507370903216,1,02128,42.361129,-71.006975
H52781,1998-08-02,false,2502.8586676294517,Single Family,688.470142667088,7,73.34023509780705,2939.6312933043505,2,06002,41.84493,-72.740951
H52788,2005-03-18,false,2513.5455954346453,Townhouse,340.6071604134037,5,173.70264565272612,1725.5288570070604,2,19102,39.952783,-75.165586
H52793,2004-05-09,false,2529.8628534682075,Single Family,261.99054117480335,6,131.83254723543308,2401.619980928558,2,02129,42.379657,-71.061487
H52797,2012-08-25,false,2502.6910118752753,Single Family,714.0289211048159,6,155.44121678154272,2448.419244051494,2,06479,41.57477,-72.9119
H52798,2017-10-24,false,2507.610903276952,Single Family,779.5932046600104,5,53.478727437773166,1801.7383869162811,3,07608,40.852997,-74.060355
H52806,2002-10-01,false,2514.3790848716785,Single Family,656.1096990902308,2,77.39497654381219,454.0055695338311,2,11103,40.762574,-73.913447
H52808,1995-01-14,false,2514.8469448882915,Townhouse,740.9844449288161,6,101.290553617799,2625.700770944859,4,06001,41.787159,-72.852046
H52813,1998-02-12,false,2525.269834815533,Single Family,373.5448605341893,4,42.6307222969599,1658.3851085370259,1,11104,40.744634,-73.920201
H52817,2015-08-03,true,2502.001879560089,Single Family,798.9575631606276,5,136.87483468868908,1986.7556808764982,2,07087,40.767383,-74.032328
H52826,1999-11-14,false,2526.951856232191,Single Family,482.66689294784726,3,72.7645059259142,986.6172115970236,0,07608,40.852997,-74.060355
H52831,2011-09-21,false,2518.900364194557,Townhouse,411.4047311855687,5,69.21164886552174,1996.2105851687436,3,07608,40.852997,-74.060355
H52840,2006-07-20,false,2525.9962540313354,Townhouse,752.6076587462265,3,92.9738985687799,973.7883912908037,3,07608,40.852997,-74.060355
H52846,2017-06-10,false,2529.7592493285115,Townhouse,310.7433455833979,3,152.9751226209663,1090.0423167400327,3,11103,40.762574,-73.913447
H52855,2006-11-16,false,2533.8098823827136,Townhouse,676.2549773379135,4,176.4574683039338,1512.1156081436025,0,11214,40.599148,-73.99609
H52858,2013-10-28,false,2513.486348531179,Single Family,557.2291953214567,7,170.98773738726155,2887.360069713882,3,06001,41.787159,-72.852046
H52859,1992-11-11,false,2525.8582367447716,Townhouse,454.73291738124584,2,170.86619367758442,685.8047470796166,0,02127,42.334992,-71.039093
